-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2025 in LST
Location: latitude  8.5308   longitude 76.9296 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 86.25 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,PS,WS10M,T2M_MAX,T2M_MIN
2019,10,19,5.0249,22.36,77.92,100.01,0.75,29.75,25.71
2019,10,20,4.7772,37.64,86.05,100.0,2.14,27.93,25.4
2019,10,21,2.9669,53.89,91.6,99.97,4.26,26.51,25.18
2019,10,22,3.6749,2.57,88.68,99.98,3.46,26.85,24.62
2019,10,23,4.1155,16.61,86.33,99.97,4.42,28.2,24.5
2019,10,24,3.2954,8.58,87.08,100.09,3.72,26.45,24.66
2019,10,25,5.0743,4.58,83.98,100.1,4.01,28.15,25.01
2019,10,26,4.0747,1.09,82.04,100.12,2.69,27.6,24.47
2019,10,27,3.2741,2.97,71.85,100.11,1.91,29.03,24.25
2019,10,28,3.2246,4.17,79.92,100.03,3.51,28.06,24.65
2019,10,29,3.7865,24.58,85.0,99.93,4.02,28.23,23.89
2019,10,30,2.1077,36.63,90.79,99.87,5.52,27.03,25.2
2019,10,31,2.8106,24.26,89.34,100.05,4.78,26.74,25.38
2019,11,1,6.3706,0.9,75.38,100.06,1.2,29.8,25.46
2019,11,2,6.1896,2.32,79.06,100.07,1.03,28.96,26.19
2019,11,3,4.4417,14.29,83.25,100.21,1.94,28.23,25.48
2019,11,4,5.6652,5.34,82.3,100.26,1.64,29.12,24.94
2019,11,5,5.5085,3.17,86.86,100.13,2.34,28.42,25.06
2019,11,6,5.7898,1.59,85.69,100.01,3.6,28.15,25.22
2019,11,7,5.8306,0.69,85.11,99.96,3.24,28.71,25.86
2019,11,8,5.5716,0.81,85.5,100.01,2.93,28.74,25.75
2019,11,9,5.7437,0.4,84.62,100.01,2.06,28.52,25.86
2019,11,10,5.5973,1.89,80.54,99.97,1.67,29.51,26.2
2019,11,11,5.7478,0.95,80.88,99.95,1.84,29.11,25.85
2019,11,12,5.4312,0.53,81.29,100.01,2.41,29.0,25.3
2019,11,13,6.0007,1.55,83.87,100.02,3.92,29.88,24.5
2019,11,14,6.036,1.64,81.64,100.0,2.91,30.26,24.43
2019,11,15,5.9518,8.42,82.55,99.97,2.59,30.06,25.19
2019,11,16,4.1616,17.63,82.67,100.01,2.43,29.52,25.14
2019,11,17,5.8706,7.26,82.6,100.0,2.85,30.05,25.23
2019,11,18,5.5229,7.18,82.7,100.0,2.04,30.46,25.42
2019,11,19,4.9627,1.86,81.07,99.99,2.13,29.91,25.88
2019,11,20,5.3777,7.44,82.49,99.93,2.64,29.31,25.62
2019,11,21,5.6407,9.71,83.96,99.98,3.67,29.78,24.85
2019,11,22,5.1096,15.59,86.89,100.09,2.77,28.56,24.57
2019,11,23,5.5507,3.26,85.27,100.06,4.22,29.23,25.34
2019,11,24,5.6395,6.43,83.93,100.04,3.55,29.71,24.89
2019,11,25,4.9651,1.87,85.43,99.94,3.55,29.42,24.74
2019,11,26,5.9177,0.95,84.07,99.87,4.61,29.93,24.93
2019,11,27,5.8044,0.89,84.17,99.82,3.82,30.14,24.26
2019,11,28,5.2891,1.12,84.21,99.9,3.46,29.86,25.43
2019,11,29,4.5926,27.31,86.14,99.92,3.53,29.29,25.42
2019,11,30,2.7319,30.62,90.08,99.92,4.98,27.68,25.34
2019,12,1,3.9098,3.37,91.13,99.98,4.29,27.26,25.89
2019,12,2,5.1338,2.51,86.03,100.07,3.54,28.81,25.47
2019,12,3,3.3895,1.31,82.61,100.02,3.62,29.4,25.11
2019,12,4,5.2126,1.59,83.23,100.07,4.11,29.07,24.63
2019,12,5,3.7078,3.79,85.46,100.17,4.97,28.67,24.35
2019,12,6,3.7819,1.79,86.49,100.1,5.94,27.19,23.92
2019,12,7,5.1931,3.2,85.5,100.07,4.56,29.29,24.33
2019,12,8,5.6256,0.11,83.27,100.15,4.36,29.19,23.56
2019,12,9,6.0754,0.0,82.32,100.14,4.53,28.92,23.08
2019,12,10,5.9201,1.7,80.52,100.06,3.27,29.28,23.36
2019,12,11,4.0147,1.15,81.73,100.01,3.05,28.87,23.81
2019,12,12,4.1184,0.26,81.1,100.03,2.95,28.86,24.02
2019,12,13,5.669,1.51,83.47,100.06,3.41,29.61,24.22
2019,12,14,3.7106,8.08,85.81,100.17,4.01,28.87,24.74
2019,12,15,4.2415,1.18,84.09,100.08,5.3,29.06,24.18
2019,12,16,5.8661,0.01,83.54,100.07,4.25,29.14,23.3
2019,12,17,5.1055,0.36,85.56,100.08,4.76,29.4,23.23
2019,12,18,4.8713,0.32,84.32,100.07,5.65,29.35,23.63
2019,12,19,5.2615,0.23,83.74,100.02,6.01,29.54,24.24
2019,12,20,1.5199,18.05,86.29,100.0,4.45,28.43,24.4
2019,12,21,3.805,2.89,88.83,100.06,4.78,27.01,24.26
2019,12,22,5.7336,0.14,82.93,100.04,3.82,29.8,23.75
2019,12,23,4.4306,0.06,82.39,100.07,3.56,29.41,23.95
2019,12,24,4.8146,0.04,83.38,100.13,2.93,28.39,23.58
2019,12,25,5.6729,0.99,86.11,100.1,3.05,29.69,24.14
2019,12,26,5.6993,0.06,82.12,100.1,3.56,29.53,23.81
2019,12,27,5.8714,0.0,82.36,99.99,3.37,29.55,24.26
2019,12,28,5.8747,0.0,81.85,100.04,3.62,28.84,22.93
2019,12,29,5.0316,0.0,82.41,100.07,3.92,29.44,22.64
2019,12,30,5.5363,0.0,82.82,100.11,3.99,29.53,23.56
2019,12,31,4.9766,0.0,81.74,100.17,3.13,29.59,23.31
2020,1,1,5.7535,0.03,80.08,100.19,2.13,30.08,23.28
2020,1,2,5.6693,0.09,80.33,100.28,2.37,30.27,24.73
2020,1,3,5.9724,0.13,80.94,100.22,2.86,30.37,24.36
2020,1,4,5.7622,15.87,81.11,100.09,1.54,30.22,24.8
2020,1,5,5.2915,13.69,80.31,100.04,2.02,29.52,25.46
2020,1,6,6.1229,0.09,83.67,100.13,4.49,29.86,24.44
2020,1,7,6.1862,6.8,83.66,100.16,4.04,29.61,22.99
2020,1,8,5.8574,3.1,80.26,100.14,3.59,29.69,23.59
2020,1,9,5.8675,0.06,78.05,100.14,3.1,29.62,23.0
2020,1,10,6.005,0.0,79.13,100.13,4.28,29.15,21.73
2020,1,11,6.3816,0.0,78.3,100.16,4.3,28.9,21.34
2020,1,12,6.4102,0.0,73.76,100.15,3.29,29.16,20.82
2020,1,13,4.949,0.0,75.72,100.1,2.4,28.99,21.77
2020,1,14,5.4151,0.0,74.15,100.1,2.51,29.19,22.35
2020,1,15,5.5829,0.0,71.2,100.11,2.69,28.92,22.1
2020,1,16,5.6438,0.0,70.11,100.12,2.68,29.21,22.14
2020,1,17,6.3214,0.04,74.47,100.08,2.7,30.2,22.57
2020,1,18,5.8819,0.05,79.91,100.03,3.35,30.41,23.48
2020,1,19,5.6544,0.44,80.74,100.06,4.2,30.44,24.02
2020,1,20,6.1906,0.02,76.56,100.16,4.16,30.76,22.94
2020,1,21,6.1987,0.0,73.62,100.2,3.99,30.74,22.83
2020,1,22,6.2784,0.0,75.27,100.17,5.47,31.23,23.38
2020,1,23,6.0742,0.0,78.68,100.11,5.33,30.69,24.18
2020,1,24,6.2033,0.0,73.4,100.14,5.01,31.29,23.52
2020,1,25,6.3089,0.0,73.24,100.22,3.25,31.02,21.76
2020,1,26,6.2158,0.0,71.04,100.16,2.86,31.04,21.86
2020,1,27,6.0492,0.0,68.7,100.19,2.19,31.14,21.8
2020,1,28,6.0307,0.0,67.48,100.21,1.89,30.95,24.42
2020,1,29,6.3084,0.0,73.22,100.25,2.89,31.41,21.65
2020,1,30,6.3754,0.0,69.06,100.19,2.16,32.46,23.42
2020,1,31,6.2419,0.0,68.3,100.04,2.24,32.24,25.04
2020,2,1,6.2383,0.0,70.31,100.1,3.26,32.01,23.1
2020,2,2,4.7191,0.0,68.32,100.28,3.41,31.78,23.74
2020,2,3,6.2506,0.0,65.35,100.28,2.83,31.92,24.07
2020,2,4,6.1548,0.0,68.43,100.12,3.02,31.85,23.27
2020,2,5,5.7626,0.06,69.49,100.17,2.31,32.26,24.41
2020,2,6,5.9839,0.02,67.34,100.19,2.46,32.42,24.86
2020,2,7,5.1528,0.15,68.24,100.26,2.51,32.52,24.58
2020,2,8,5.7394,0.66,73.93,100.29,2.15,31.31,25.62
2020,2,9,6.5088,0.13,67.61,100.2,2.37,33.16,25.47
2020,2,10,6.3727,0.05,65.09,100.13,3.86,33.07,24.51
2020,2,11,6.7894,0.01,66.24,100.12,4.95,33.26,24.06
2020,2,12,6.3835,0.09,67.16,100.24,3.87,33.38,23.67
2020,2,13,6.5429,0.04,67.04,100.23,2.8,33.21,24.83
2020,2,14,6.1514,1.46,63.92,100.13,2.11,33.22,24.3
2020,2,15,5.8471,4.66,67.74,100.12,2.19,33.42,24.58
2020,2,16,6.3139,0.0,62.96,100.16,2.66,34.24,24.24
2020,2,17,6.7325,0.0,61.33,100.21,2.97,34.25,23.46
2020,2,18,6.9218,0.0,60.42,100.2,3.5,33.66,23.39
2020,2,19,6.7373,0.0,60.63,100.16,3.26,33.56,23.13
2020,2,20,6.8388,0.0,63.65,100.08,3.85,33.76,23.19
2020,2,21,6.7795,1.65,69.1,100.15,3.88,33.28,23.39
2020,2,22,4.7959,0.77,69.35,100.19,6.59,33.74,25.34
2020,2,23,6.2938,0.0,66.19,100.14,5.39,33.84,24.4
2020,2,24,6.6254,0.0,66.85,100.02,4.61,32.47,24.81
2020,2,25,6.8657,0.0,65.77,99.98,2.5,33.88,24.28
2020,2,26,6.7752,0.0,62.48,99.99,2.56,34.64,24.88
2020,2,27,6.7894,0.01,61.59,100.01,2.28,35.08,24.55
2020,2,28,6.1486,0.44,63.56,99.93,2.59,34.52,25.28
2020,2,29,5.1156,0.56,62.12,99.97,2.43,33.69,25.49
2020,3,1,6.3322,0.0,59.09,100.0,2.69,34.22,25.5
2020,3,2,6.5659,0.56,63.72,100.12,2.2,32.94,26.58
2020,3,3,5.351,1.91,67.43,100.15,2.76,33.62,25.93
2020,3,4,5.6858,0.98,73.09,100.06,3.58,32.4,26.6
2020,3,5,5.5968,1.57,78.59,99.98,2.3,29.96,26.73
2020,3,6,6.1656,0.21,74.63,100.04,3.19,31.8,26.25
2020,3,7,6.8282,0.05,67.85,100.18,2.7,32.26,25.99
2020,3,8,7.0164,0.0,66.42,100.11,2.32,33.7,25.6
2020,3,9,6.8364,0.11,67.21,99.98,2.31,34.95,26.45
2020,3,10,6.5928,0.36,59.49,99.98,2.02,35.59,26.31
2020,3,11,6.9065,0.3,63.01,100.05,2.37,34.36,26.35
2020,3,12,6.6286,0.28,62.9,100.1,2.31,35.42,26.51
2020,3,13,7.0183,0.0,59.95,100.07,2.25,35.5,25.82
2020,3,14,6.9886,0.0,60.72,100.0,2.45,35.44,26.31
2020,3,15,6.3264,0.0,61.62,99.95,2.14,35.7,26.84
2020,3,16,6.9514,0.01,60.95,100.01,2.73,36.26,26.33
2020,3,17,6.245,0.0,61.26,100.11,5.0,35.8,26.28
2020,3,18,6.8974,0.07,67.72,100.12,3.85,33.45,26.7
2020,3,19,6.2618,0.21,63.54,100.09,3.1,34.81,27.09
2020,3,20,6.4543,0.35,68.8,100.12,2.5,33.35,27.17
2020,3,21,6.6876,2.9,68.76,100.09,2.65,33.95,26.92
2020,3,22,6.6101,5.45,68.28,100.07,1.71,33.88,27.23
2020,3,23,6.6682,2.26,68.55,99.99,2.01,33.79,27.15
2020,3,24,6.6907,1.12,64.86,99.84,2.0,34.46,26.69
2020,3,25,6.6043,3.49,64.67,99.85,1.92,34.16,26.91
2020,3,26,5.9006,0.09,61.27,99.84,3.21,35.11,25.92
2020,3,27,7.1414,0.01,59.72,100.04,3.54,35.68,25.86
2020,3,28,7.0615,0.02,58.28,99.99,2.98,36.04,26.24
2020,3,29,6.8695,0.16,61.73,99.94,1.97,35.23,26.86
2020,3,30,6.9516,2.82,62.49,99.95,2.15,35.68,27.35
2020,3,31,7.0322,0.77,58.42,99.99,2.03,36.04,26.85
2020,4,1,7.0356,0.03,54.62,99.93,3.28,36.77,26.12
2020,4,2,7.0793,0.03,60.12,99.84,3.43,36.73,25.88
2020,4,3,6.9655,0.21,62.56,99.92,2.42,35.59,26.3
2020,4,4,7.1136,0.5,63.83,100.04,2.02,34.98,27.09
2020,4,5,6.3012,14.72,69.9,100.13,1.63,33.1,27.77
2020,4,6,7.128,4.43,75.19,100.13,1.77,31.96,27.31
2020,4,7,4.9056,0.56,77.8,100.08,2.76,29.89,27.49
2020,4,8,6.9281,2.27,78.72,100.1,3.32,30.69,26.64
2020,4,9,6.8702,1.73,71.73,100.0,2.72,32.75,27.08
2020,4,10,7.0714,2.31,66.25,100.01,2.44,34.12,27.36
2020,4,11,7.0812,1.4,68.14,100.11,2.85,33.84,26.56
2020,4,12,7.2449,0.2,63.96,100.04,2.63,35.76,26.75
2020,4,13,7.1174,0.08,63.0,99.92,2.05,35.89,27.36
2020,4,14,6.883,0.29,62.07,99.95,1.99,35.67,27.81
2020,4,15,7.1844,0.24,64.34,100.07,2.21,35.39,27.42
2020,4,16,7.1988,8.52,66.33,99.98,2.12,34.96,27.3
2020,4,17,7.0046,4.24,70.16,99.94,1.82,33.38,27.6
2020,4,18,7.0478,0.31,67.3,99.95,2.74,34.65,27.51
2020,4,19,6.0689,1.17,65.43,99.88,1.6,34.21,28.29
2020,4,20,6.6646,1.86,64.17,99.85,2.42,34.05,28.05
2020,4,21,6.4097,3.75,65.44,99.9,2.28,35.28,28.02
2020,4,22,6.0034,3.25,70.11,99.94,2.3,33.91,28.14
2020,4,23,5.8639,2.81,73.86,99.93,3.42,32.92,28.0
2020,4,24,5.0405,2.58,73.72,99.9,4.65,31.71,28.39
2020,4,25,6.5794,1.1,71.15,99.85,4.02,32.9,28.5
2020,4,26,5.8932,2.18,71.86,99.9,2.38,32.19,28.72
2020,4,27,6.9509,1.3,75.55,99.97,2.94,32.0,28.29
2020,4,28,5.3177,15.77,77.74,99.97,2.5,30.43,27.82
2020,4,29,4.3462,13.11,80.47,100.0,3.93,30.13,27.36
2020,4,30,6.347,0.31,71.02,100.03,2.9,33.47,27.23
2020,5,1,6.7133,0.15,72.41,99.95,3.33,33.31,27.46
2020,5,2,6.6247,0.77,74.87,99.78,4.01,33.08,27.86
2020,5,3,6.1478,4.63,76.87,99.75,3.53,32.93,28.3
2020,5,4,6.1541,3.57,79.74,99.86,3.13,31.86,28.34
2020,5,5,6.3984,6.24,78.86,99.89,2.21,31.58,27.99
2020,5,6,5.9311,7.55,80.38,99.89,2.49,29.73,27.68
2020,5,7,5.0316,8.65,72.36,99.91,2.75,32.86,27.3
2020,5,8,5.4614,20.03,83.76,99.88,2.13,29.52,27.63
2020,5,9,5.8246,13.19,84.74,99.85,1.71,29.95,27.49
2020,5,10,5.352,18.37,81.88,99.86,1.9,31.1,27.28
2020,5,11,2.6611,20.43,87.01,99.88,2.68,28.97,27.02
2020,5,12,4.2144,8.45,71.36,99.81,1.23,32.65,27.02
2020,5,13,5.8402,19.34,75.97,99.75,1.58,31.37,27.68
2020,5,14,6.4049,4.48,83.13,99.71,2.57,30.47,27.68
2020,5,15,5.4394,16.64,89.58,99.65,5.33,28.37,27.12
2020,5,16,4.1081,5.18,84.34,99.59,5.3,29.77,27.22
2020,5,17,4.147,2.36,82.52,99.58,6.96,30.0,27.27
2020,5,18,2.6098,25.61,86.66,99.61,7.71,28.45,27.06
2020,5,19,4.2751,3.71,85.55,99.58,7.12,29.14,26.98
2020,5,20,5.4142,6.65,82.27,99.63,6.89,30.42,27.68
2020,5,21,1.7059,28.41,82.02,99.85,5.41,28.8,27.0
2020,5,22,5.4415,24.83,80.21,99.78,5.25,29.51,26.58
2020,5,23,6.1718,1.14,84.06,99.78,5.39,30.0,26.9
2020,5,24,5.7521,2.52,85.58,99.83,6.51,29.62,27.67
2020,5,25,5.4461,3.36,86.18,99.92,4.78,29.37,27.4
2020,5,26,5.9261,5.64,87.66,99.92,4.38,29.2,27.32
2020,5,27,4.5998,0.69,87.58,99.91,4.07,29.96,26.62
2020,5,28,3.8045,15.12,89.27,99.88,4.14,29.19,26.9
2020,5,29,2.3095,16.98,85.26,99.87,3.91,29.32,26.43
2020,5,30,5.3287,7.7,86.86,99.88,3.47,28.65,26.03
2020,5,31,5.8915,18.18,88.07,99.97,4.97,28.58,26.11
2020,6,1,4.842,35.87,87.07,100.04,4.55,28.64,26.64
2020,6,2,3.4805,36.32,86.73,100.02,4.56,28.25,26.37
2020,6,3,5.6506,10.64,86.57,100.02,4.45,28.28,26.29
2020,6,4,5.4797,8.61,84.03,100.02,4.81,29.37,26.13
2020,6,5,4.0829,24.7,86.46,100.0,5.77,29.29,26.69
2020,6,6,2.7454,15.62,82.67,100.02,5.86,29.01,25.97
2020,6,7,2.3347,16.26,86.77,99.94,5.07,27.93,25.88
2020,6,8,6.1615,1.84,85.57,99.83,5.2,29.35,25.89
2020,6,9,6.1565,1.15,87.1,99.78,5.71,28.87,26.3
2020,6,10,3.3367,2.97,86.96,99.73,5.79,29.09,26.18
2020,6,11,2.8925,1.86,81.17,99.7,5.38,28.41,25.9
2020,6,12,5.8298,4.1,83.99,99.68,5.26,28.38,26.38
2020,6,13,5.7502,11.13,85.31,99.73,5.27,28.68,26.39
2020,6,14,5.2627,1.24,85.11,99.82,6.68,28.98,26.42
2020,6,15,5.9426,1.36,87.1,99.74,5.46,29.27,26.74
2020,6,16,5.7922,2.83,91.28,99.72,4.34,28.55,26.5
2020,6,17,5.5142,1.43,89.83,99.75,4.46,27.81,26.19
2020,6,18,5.5716,2.78,86.76,99.87,4.25,28.57,26.18
2020,6,19,3.6086,2.02,88.74,99.92,4.61,28.24,26.08
2020,6,20,5.4346,4.95,87.88,99.9,4.17,28.79,25.94
2020,6,21,4.4563,3.06,89.8,99.87,5.92,26.79,25.37
2020,6,22,4.1966,5.4,85.75,99.74,6.67,27.5,25.17
2020,6,23,4.5828,0.51,85.62,99.75,4.49,29.01,25.25
2020,6,24,5.9006,2.36,88.29,99.74,4.71,29.0,25.14
2020,6,25,5.3273,9.64,86.48,99.7,4.42,28.15,24.67
2020,6,26,3.563,17.15,86.88,99.72,6.1,27.27,25.15
2020,6,27,4.56,2.66,86.88,99.75,5.85,27.69,25.06
2020,6,28,4.2686,1.57,89.3,99.7,5.5,28.44,25.15
2020,6,29,4.5252,1.97,88.31,99.63,5.75,28.62,25.97
2020,6,30,6.0206,2.87,90.46,99.62,4.47,28.5,25.53
2020,7,1,6.0012,1.03,90.46,99.74,3.96,27.59,24.94
2020,7,2,5.3002,0.88,90.13,99.76,4.69,27.78,24.89
2020,7,3,3.0564,5.91,89.84,99.91,4.71,26.76,25.09
2020,7,4,4.5329,12.94,87.92,99.86,5.25,26.93,25.13
2020,7,5,5.2598,5.68,86.69,99.79,4.08,28.05,25.16
2020,7,6,5.4727,7.51,85.98,99.81,5.66,27.77,25.25
2020,7,7,6.4574,2.08,85.76,99.82,4.93,27.93,25.27
2020,7,8,4.8701,1.06,88.6,99.82,4.71,27.96,25.34
2020,7,9,4.3301,2.29,90.39,99.77,4.2,27.1,24.85
2020,7,10,5.4379,2.84,90.3,99.87,4.41,26.71,25.06
2020,7,11,5.2039,4.7,90.05,99.86,4.01,27.04,24.77
2020,7,12,5.0616,1.78,86.4,99.79,5.33,27.7,25.19
2020,7,13,5.2721,1.06,89.04,99.7,5.55,27.34,25.03
2020,7,14,6.3898,0.18,89.9,99.71,5.44,27.63,25.07
2020,7,15,4.9978,1.25,89.92,99.74,5.27,27.45,25.22
2020,7,16,3.0893,2.73,90.95,99.71,3.95,27.28,24.85
2020,7,17,3.2479,3.88,89.29,99.68,4.71,28.07,24.94
2020,7,18,5.3093,3.2,89.92,99.75,3.89,27.4,24.92
2020,7,19,6.1682,5.52,90.11,99.71,4.74,27.88,24.74
2020,7,20,4.045,5.67,91.28,99.61,3.39,27.14,24.58
2020,7,21,6.103,5.67,93.15,99.65,3.09,26.1,24.73
2020,7,22,5.9561,1.26,90.0,99.72,3.65,27.61,24.92
2020,7,23,4.9802,3.79,90.6,99.7,3.02,27.61,24.86
2020,7,24,3.2038,13.49,91.14,99.86,4.68,26.5,24.59
2020,7,25,5.6916,3.4,87.61,99.95,3.69,27.6,24.65
2020,7,26,3.3912,7.49,84.98,100.08,4.62,27.35,24.2
2020,7,27,6.6458,2.04,85.79,99.89,4.89,27.91,24.99
2020,7,28,3.0571,19.01,88.62,99.76,5.98,27.9,25.06
2020,7,29,2.6172,37.87,91.06,99.77,7.48,26.17,24.57
2020,7,30,5.5486,13.28,84.71,99.82,6.27,27.86,24.99
2020,7,31,5.1295,4.36,89.4,99.75,6.55,26.97,25.22
2020,8,1,4.5386,5.61,88.46,99.84,5.63,27.35,24.96
2020,8,2,3.4898,11.48,90.86,99.89,6.43,26.85,24.9
2020,8,3,4.9426,4.38,89.21,99.85,6.31,26.96,24.6
2020,8,4,4.1467,5.53,91.85,99.68,4.69,27.58,24.66
2020,8,5,5.5538,15.12,89.57,99.65,5.7,27.24,24.92
2020,8,6,3.6166,22.49,91.07,99.76,6.5,27.51,25.33
2020,8,7,2.7761,26.9,89.58,99.9,6.2,27.6,24.81
2020,8,8,2.9297,23.72,89.78,99.89,6.39,26.98,24.68
2020,8,9,2.5152,32.84,91.82,99.9,6.48,26.06,23.95
2020,8,10,3.3881,10.55,91.27,99.87,5.42,27.53,24.48
2020,8,11,6.2724,1.31,90.61,99.98,5.56,27.83,24.85
2020,8,12,6.4903,0.93,89.69,100.04,5.25,27.71,24.48
2020,8,13,6.5191,0.04,88.34,99.87,5.23,27.48,24.53
2020,8,14,6.2131,0.09,88.43,99.78,4.56,27.57,24.49
2020,8,15,5.3717,0.13,91.62,99.83,3.9,27.11,24.22
2020,8,16,4.9855,0.46,91.63,99.81,3.78,27.37,24.51
2020,8,17,5.0786,0.46,88.93,99.79,3.64,28.3,24.72
2020,8,18,6.4735,0.19,90.34,99.81,4.27,28.07,24.49
2020,8,19,6.2417,0.09,89.73,99.7,4.96,28.27,24.8
2020,8,20,4.6531,0.07,90.09,99.71,4.85,27.58,24.9
2020,8,21,5.9285,0.03,89.66,99.85,4.01,28.79,24.84
2020,8,22,6.6871,0.11,89.9,99.91,4.39,28.74,25.17
2020,8,23,5.8298,0.47,89.12,99.9,4.17,28.41,25.17
2020,8,24,6.2921,0.31,87.08,99.9,4.12,28.48,24.59
2020,8,25,6.1812,0.33,87.46,99.93,4.5,28.62,25.0
2020,8,26,5.3098,3.01,88.13,99.95,4.35,28.12,25.13
2020,8,27,6.3859,0.46,85.66,99.88,4.93,28.78,24.88
2020,8,28,6.9302,0.28,86.22,99.82,5.12,28.94,24.87
2020,8,29,6.4202,0.22,85.28,99.83,4.46,28.57,25.26
2020,8,30,6.5352,0.18,87.62,99.84,4.51,28.34,25.09
2020,8,31,6.191,0.76,87.36,99.88,4.7,27.91,25.59
2020,9,1,6.037,1.45,86.53,99.91,4.86,28.1,24.82
2020,9,2,3.9192,4.05,86.96,99.87,3.75,27.83,24.8
2020,9,3,6.2966,4.64,88.88,99.79,4.07,27.27,24.71
2020,9,4,6.2789,9.24,88.89,99.71,3.52,27.86,25.54
2020,9,5,5.4653,117.09,89.09,99.67,5.65,27.35,25.83
2020,9,6,2.0201,57.3,89.4,99.76,6.11,27.61,25.48
2020,9,7,4.5091,17.22,85.87,99.86,5.54,28.08,25.47
2020,9,8,5.4324,53.13,87.94,99.86,4.29,27.96,25.76
2020,9,9,1.4297,18.7,91.01,99.84,4.68,27.56,25.37
2020,9,10,5.1427,25.89,88.05,99.76,6.02,27.09,25.18
2020,9,11,6.3816,6.85,88.21,99.81,4.88,28.17,25.36
2020,9,12,4.0296,13.35,88.25,99.98,4.42,27.84,25.13
2020,9,13,3.474,8.23,88.35,100.01,4.54,27.58,25.08
2020,9,14,4.9046,6.91,86.0,99.94,5.02,28.07,24.95
2020,9,15,5.9198,4.32,90.51,99.91,4.98,27.42,24.94
2020,9,16,5.1058,5.53,91.24,99.9,5.37,27.79,25.01
2020,9,17,6.0358,5.36,90.71,99.94,5.47,27.59,25.67
2020,9,18,5.0976,8.77,90.79,99.88,5.69,27.35,25.67
2020,9,19,3.0804,17.85,90.47,99.8,5.62,26.86,25.33
2020,9,20,3.4291,11.08,86.97,99.79,6.16,27.18,25.11
2020,9,21,3.8122,29.37,85.96,99.81,6.87,27.11,25.05
2020,9,22,2.3071,11.2,86.41,99.86,6.04,28.1,25.28
2020,9,23,4.6373,7.14,88.73,99.9,5.39,27.92,25.48
2020,9,24,5.7053,1.91,89.7,99.99,4.06,27.82,25.15
2020,9,25,4.3678,3.76,90.62,100.0,3.65,27.64,25.08
2020,9,26,5.1886,0.76,87.53,99.98,3.57,27.54,24.24
2020,9,27,6.6643,0.09,90.02,99.99,3.17,26.95,23.8
2020,9,28,5.6191,1.42,90.73,99.96,4.06,27.23,24.76
2020,9,29,5.3057,2.27,86.98,99.88,4.33,27.96,25.12
2020,9,30,3.6026,6.36,87.76,99.88,4.76,27.55,24.94
2020,10,1,5.6436,0.7,88.89,99.88,4.68,27.74,25.03
2020,10,2,5.7876,0.19,89.82,99.9,4.61,27.64,24.32
2020,10,3,6.4524,0.14,89.14,99.96,4.45,27.45,24.76
2020,10,4,6.565,0.09,87.69,100.03,5.07,27.57,24.68
2020,10,5,6.7675,0.04,85.18,99.89,6.07,28.03,24.87
2020,10,6,6.7238,0.46,87.14,99.88,5.3,28.21,24.7
2020,10,7,5.4298,0.17,86.78,99.9,5.44,28.1,24.76
2020,10,8,4.4162,13.17,88.75,99.88,3.84,26.99,25.1
2020,10,9,5.4574,19.06,90.59,99.91,4.26,27.1,24.55
2020,10,10,3.487,5.12,86.87,99.9,4.27,27.79,24.05
2020,10,11,4.0114,9.06,89.53,99.81,5.5,26.31,25.17
2020,10,12,4.5607,7.28,87.02,99.69,6.74,28.08,25.66
2020,10,13,4.8233,10.15,87.34,99.64,6.81,27.88,25.94
2020,10,14,3.4718,19.54,88.61,99.73,6.6,28.0,25.71
2020,10,15,5.3628,23.05,90.47,99.71,4.33,27.51,25.35
2020,10,16,5.9681,0.74,82.7,99.68,5.3,28.14,24.79
2020,10,17,5.6962,0.44,87.26,99.75,4.2,27.91,24.66
2020,10,18,5.6638,0.71,88.74,99.81,3.77,27.77,24.68
2020,10,19,5.7665,0.73,90.36,99.78,3.99,27.78,24.26
2020,10,20,4.0222,2.69,87.68,99.78,4.54,27.65,24.63
2020,10,21,5.5788,3.01,89.2,99.84,4.45,27.68,24.85
2020,10,22,4.7369,1.47,86.33,99.82,4.79,27.62,24.68
2020,10,23,5.8378,0.76,88.85,99.87,4.39,27.75,24.09
2020,10,24,6.0132,0.8,87.08,99.94,3.8,28.51,24.45
2020,10,25,6.3574,1.18,86.91,99.99,3.62,28.28,24.61
2020,10,26,6.3533,1.58,86.84,99.96,3.25,29.24,23.84
2020,10,27,4.1513,4.97,88.15,99.93,2.96,28.47,25.09
